1,22
2,43
3,70
4,4
5,92
6,85
7,4
8,77
9,37
10,10
11,41
12,49
13,92
14,53
15,22
16,83
17,65
18,2
19,65
20,35
21,51
22,5
23,93
24,49
25,75
26,51
27,80
28,13
29,58
30,15
31,61
32,62
33,74
34,17
35,30
36,10
37,25
38,6
39,38
40,35
41,37
42,81
43,90
44,61
45,21
46,94
47,78
48,66
49,20
50,1
51,62
52,5
53,62
54,8
55,85
56,7
57,16
58,66
59,61
60,61
61,19
62,10
63,47
64,100
65,61
66,28
67,43
68,72
69,59
70,95
71,65
72,62
73,16
74,85
75,80
76,46
77,12
78,12
79,100
80,90
81,1
82,65
83,96
84,28
85,75
86,49
87,85
88,60
89,24
90,55
91,34
92,1
93,60
94,45
95,34
96,35
97,24
98,100
99,43
100,86
101,20
102,61
103,3
104,28
105,64
106,11
107,54
108,11
109,6
110,68
111,6
112,83
113,55
114,70
115,11
116,65
117,58
118,72
119,63
120,34
121,27
122,45
123,50
124,29
125,32
126,41
127,10
128,68
129,96
130,62
131,25
132,80
133,84
134,32
135,78
136,80
137,37
138,86
139,57
140,43
141,4
142,24
143,51
144,78
145,88
146,77
147,52
148,96
149,71
150,52
151,65
152,98
153,47
154,8
155,5
156,58
157,84
158,58
159,99
160,79
161,43
162,16
163,51
164,27
165,94
166,66
167,48
168,13
169,81
170,1
171,87
172,74
173,3
174,34
175,95
176,20
177,92
178,9
179,35
180,95
181,48
182,32
183,36
184,58
185,83
186,53
187,24
188,68
189,97
190,18
191,36
192,93
193,42
194,57
195,9
196,34
197,68
198,34
199,53
200,8
201,85
202,14
203,84
204,61
205,44
206,22
207,6
208,2
209,43
210,61
211,93
212,57
213,73
214,30
215,61
216,96
217,84
218,80
219,99
220,46
221,15
222,75
223,41
224,9
225,32
226,2
227,83
228,5
229,41
230,77
231,9
232,52
233,18
234,67
235,64
236,8
237,53
238,51
239,83
240,40
241,33
242,86
243,27
244,86
245,80
246,67
247,62
248,14
249,21
250,34
251,97
252,38
253,51
254,25
255,6
256,70
257,80
258,1
259,13
260,62
261,5
262,26
263,99
264,36
265,38
266,49
267,51
268,65
269,36
270,77
271,50
272,27
273,14
274,92
275,43
276,50
277,89
278,2
279,72
280,52
281,31
282,59
283,71
284,96
285,8
286,21
287,11
288,84
289,20
290,98
291,91
292,84
293,67
294,75
295,14
296,72
297,33
298,4
299,57
300,98
301,70
302,7
303,26
304,65
305,6
306,5
307,82
308,83
309,58
310,60
311,62
312,28
313,79
314,59
315,49
316,10
317,58
318,62
319,6
320,80
321,43
322,49
323,72
324,93
325,4
326,39
327,68
328,16
329,72
330,60
331,75
332,15
333,27
334,92
335,60
336,93
337,38
338,16
339,45
340,39
341,41
342,43
343,57
344,20
345,11
346,71
347,48
348,33
349,85
350,84
351,100
352,60
353,86
354,70
355,40
356,46
357,57
358,79
359,22
360,95
361,41
362,5
363,35
364,36
365,22
366,54
367,62
368,61
369,81
370,5
371,36
372,44
373,38
374,20
375,63
376,39
377,75
378,20
379,87
380,17
381,69
382,42
383,72
384,25
385,7
386,74
387,49
388,34
389,3
390,21
391,38
392,6
393,6
394,18
395,92
396,62
397,21
398,3
399,87
400,59
401,71
402,34
403,43
404,35
405,68
406,2
407,75
408,57
409,42
410,72
411,8
412,97
413,1
414,30
415,59
416,76
417,23
418,7
419,26
420,8
421,26
422,43
423,75
424,93
425,84
426,16
427,93
428,19
429,26
430,73
431,38
432,35
433,60
434,30
435,10
436,63
437,94
438,57
439,66
440,73
441,92
442,25
443,16
444,88
445,91
446,72
447,71
448,50
449,97
450,55
451,5
452,5
453,12
454,54
455,74
456,14
457,64
458,34
459,26
460,33
461,70
462,12
463,26
464,95
465,35
466,71
467,37
468,80
469,93
470,93
471,88
472,55
473,17
474,64
475,24
476,41
477,5
478,66
479,13
480,51
481,96
482,65
483,16
484,90
485,60
486,98
487,29
488,76
489,57
490,52
491,80
492,4
493,94
494,73
495,36
496,2
497,81
498,78
499,62
500,86
501,17
502,51
503,11
504,19
505,31
506,99
507,67
508,93
509,7
510,49
511,34
512,62
513,22
514,85
515,91
516,37
517,91
518,5
519,91
520,39
521,66
522,8
523,11
524,29
525,76
526,64
527,16
528,9
529,80
530,77
531,50
532,52
533,95
534,97
535,38
536,15
537,65
538,32
539,45
540,64
541,8
542,64
543,46
544,89
545,43
546,60
547,8
548,73
549,62
550,85
551,93
552,2
553,58
554,27
555,83
556,1
557,11
558,6
559,81
560,61
561,56
562,35
563,24
564,13
565,43
566,31
567,12
568,9
569,80
570,18
571,78
572,81
573,74
574,46
575,77
576,22
577,100
578,81
579,94
580,65
581,93
582,89
583,48
584,16
585,34
586,59
587,45
588,96
589,15
590,85
591,99
592,80
593,7
594,23
595,30
596,18
597,67
598,86
599,42
600,7
601,1
602,4
603,15
604,45
605,71
606,73
607,66
608,69
609,82
610,21
611,2
612,12
613,47
614,4
615,64
616,14
617,32
618,35
619,13
620,29
621,57
622,22
623,75
624,19
625,12
626,80
627,32
628,65
629,87
630,92
631,68
632,88
633,28
634,48
635,3
636,72
637,23
638,59
639,88
640,54
641,42
642,50
643,10
644,31
645,62
646,36
647,57
648,58
649,16
650,83
651,51
652,88
653,10
654,54
655,29
656,24
657,65
658,84
659,87
660,99
661,56
662,88
663,86
664,39
665,45
666,15
667,15
668,46
669,9
670,97
671,69
672,74
673,37
674,2
675,37
676,60
677,42
678,6
679,76
680,88
681,81
682,32
683,66
684,47
685,74
686,56
687,68
688,28
689,24
690,4
691,74
692,7
693,2
694,71
695,53
696,25
697,3
698,46
699,43
700,7
701,78
702,90
703,63
704,79
705,48
706,76
707,30
708,88
709,94
710,18
711,69
712,53
713,91
714,100
715,3
716,83
717,32
718,44
719,57
720,5
721,78
722,12
723,40
724,2
725,47
726,63
727,87
728,63
729,93
730,99
731,12
732,11
733,14
734,8
735,34
736,16
737,38
738,6
739,73
740,1
741,5
742,98
743,74
744,97
745,50
746,38
747,97
748,85
749,70
750,70
751,49
752,96
753,69
754,6
755,2
756,24
757,90
758,64
759,60
760,60
761,66
762,10
763,78
764,23
765,1
766,18
767,93
768,47
769,52
770,33
771,92
772,11
773,70
774,60
775,12
776,69
777,48
778,62
779,87
780,1
781,66
782,94
783,82
784,73
785,23
786,63
787,44
788,66
789,55
790,33
791,82
792,23
793,71
794,3
795,10
796,14
797,91
798,100
799,34
800,18
801,95
802,59
803,14
804,96
805,23
806,17
807,55
808,92
809,99
810,68
811,75
812,64
813,65
814,37
815,49
816,31
817,48
818,95
819,45
820,99
821,57
822,36
823,32
824,18
825,99
826,30
827,47
828,77
829,21
830,79
831,88
832,63
833,78
834,11
835,56
836,78
837,42
838,59
839,77
840,48
841,37
842,1
843,40
844,31
845,9
846,28
847,100
848,80
849,32
850,42
851,54
852,25
853,2
854,1
855,54
856,49
857,58
858,67
859,41
860,56
861,89
862,52
863,78
864,24
865,58
866,76
867,84
868,56
869,99
870,33
871,43
872,51
873,55
874,75
875,13
876,86
877,76
878,31
879,87
880,34
881,24
882,73
883,77
884,60
885,79
886,62
887,29
888,32
889,61
890,69
891,71
892,48
893,84
894,34
895,91
896,24
897,54
898,38
899,17
900,9
901,35
902,84
903,14
904,78
905,31
906,89
907,92
908,43
909,55
910,50
911,34
912,82
913,29
914,37
915,83
916,9
917,93
918,7
919,42
920,7
921,47
922,73
923,98
924,100
925,88
926,3
927,78
928,72
929,63
930,50
931,96
932,6
933,64
934,86
935,14
936,42
937,28
938,62
939,55
940,75
941,37
942,22
943,71
944,65
945,29
946,28
947,13
948,2
949,2
950,12
951,86
952,81
953,94
954,19
955,78
956,40
957,82
958,97
959,83
960,53
961,32
962,72
963,78
964,82
965,79
966,9
967,100
968,25
969,13
970,22
971,22
972,13
973,81
974,57
975,20
976,65
977,11
978,82
979,69
980,86
981,28
982,59
983,25
984,3
985,27
986,53
987,82
988,14
989,47
990,45
991,23
992,34
993,67
994,41
995,14
996,64
997,29
998,56
999,70
1000,21
1001,54
1002,22
1003,15
1004,71
1005,35
1006,42
1007,54
1008,80
1009,70
1010,2
1011,92
1012,100
1013,1
1014,86
1015,99
1016,71
1017,56
1018,85
1019,99
1020,83
1021,44
1022,75
1023,64
1024,74
1025,47
1026,60
1027,53
1028,82
1029,4
1030,17
1031,79
1032,5
1033,27
1034,96
1035,81
1036,61
1037,80
1038,44
1039,5
1040,58
1041,77
1042,16
1043,81
1044,13
1045,56
1046,80
1047,94
1048,3
1049,97
1050,22
1051,26
1052,48
1053,78
1054,67
1055,43
1056,23
1057,20
1058,92
1059,24
1060,44
1061,57
1062,96
1063,41
1064,58
1065,35
1066,68
1067,44
1068,32
1069,56
1070,48
1071,71
1072,96
1073,63
1074,42
1075,76
1076,39
1077,40
1078,14
1079,13
1080,73
1081,35
1082,23
1083,27
1084,19
1085,66
1086,74
1087,94
1088,21
1089,97
1090,33
1091,36
1092,29
1093,9
1094,56
1095,68
1096,93
1097,53
1098,20
1099,3
1100,91
1101,31
1102,71
1103,8
1104,37
1105,31
1106,89
1107,37
1108,32
1109,42
1110,84
1111,28
1112,36
1113,8
1114,23
1115,12
1116,44
1117,78
1118,99
1119,41
1120,91
1121,50
1122,73
1123,60
1124,100
1125,69
1126,25
1127,68
1128,29
1129,12
1130,55
1131,92
1132,45
1133,14
1134,79
1135,94
1136,41
1137,34
1138,55
1139,82
1140,98
1141,100
1142,96
1143,6
1144,64
1145,97
1146,1
1147,3
1148,90
1149,64
1150,35
1151,39
1152,7
1153,57
1154,45
1155,54
1156,69
1157,5
1158,45
1159,30
1160,4
1161,66
1162,27
1163,9
1164,79
1165,25
1166,59
1167,23
1168,35
1169,30
1170,53
1171,98
1172,58
1173,40
1174,98
1175,34
1176,80
1177,36
1178,54
1179,31
1180,35
1181,3
1182,55
1183,18
1184,74
1185,47
1186,92
1187,79
1188,92
1189,70
1190,84
1191,17
1192,31
1193,38
1194,44
1195,88
1196,90
1197,39
1198,69
1199,59
1200,57
1201,74
1202,66
1203,77
1204,55
1205,66
1206,16
1207,12
1208,56
1209,56
1210,28
1211,22
1212,80
1213,61
1214,19
1215,74
1216,1
1217,72
1218,25
1219,88
1220,95
1221,19
1222,22
1223,42
1224,10
1225,7
1226,37
1227,35
1228,97
1229,38
1230,65
1231,5
1232,81
1233,30
1234,2
1235,3
1236,62
1237,95
1238,85
1239,24
1240,90
1241,85
1242,35
1243,43
1244,9
1245,43
1246,49
1247,60
1248,85
1249,77
1250,40
1251,39
1252,26
1253,87
1254,97
1255,36
1256,46
1257,94
1258,30
1259,57
1260,46
1261,5
1262,48
1263,13
1264,84
1265,80
1266,70
1267,99
1268,80
1269,75
1270,76
1271,98
1272,22
1273,5
1274,32
1275,15
1276,100
1277,36
1278,53
1279,13
1280,36
1281,59
1282,43
1283,82
1284,30
1285,10
1286,10
1287,28
1288,25
1289,69
1290,9
1291,20
1292,96
1293,88
1294,7
1295,54
1296,67
1297,48
1298,80
1299,56
1300,88
1301,87
1302,20
1303,26
1304,6
1305,16
1306,15
1307,72
1308,71
1309,88
1310,12
1311,45
1312,36
1313,12
1314,1
1315,52
1316,78
1317,79
1318,44
1319,81
1320,22
1321,31
1322,30
1323,75
1324,12
1325,31
1326,72
1327,70
1328,28
1329,55
1330,25
1331,69
1332,14
1333,43
1334,49
1335,81
1336,79
1337,12
1338,35
1339,2
1340,48
1341,3
1342,14
1343,88
1344,1
1345,67
1346,15
1347,89
1348,72
1349,34
1350,30
1351,99
1352,2
1353,27
1354,54
1355,100
1356,89
1357,70
1358,47
1359,77
1360,32
1361,75
1362,30
1363,48
1364,20
1365,62
1366,67
1367,92
1368,81
1369,7
1370,3
1371,19
1372,3
1373,85
1374,5
1375,58
1376,100
1377,54
1378,7
1379,37
1380,45
1381,8
1382,3
1383,95
1384,40
1385,54
1386,76
1387,96
1388,10
1389,44
1390,9
1391,20
1392,7
1393,63
1394,53
1395,30
1396,54
1397,61
1398,54
1399,88
1400,92
1401,15
1402,19
1403,67
1404,70
1405,28
1406,91
1407,89
1408,56
1409,65
1410,50
1411,64
1412,97
1413,79
1414,100
1415,68
1416,45
1417,93
1418,36
1419,87
1420,94
1421,93
1422,90
1423,90
1424,12
1425,1
1426,90
1427,92
1428,12
1429,45
1430,72
1431,35
1432,80
1433,99
1434,82
1435,10
1436,52
1437,80
1438,80
1439,16
1440,98
1441,63
1442,35
1443,16
1444,89
1445,23
1446,86
1447,47
1448,91
1449,4
1450,6
1451,15
1452,83
1453,56
1454,37
1455,96
1456,60
1457,22
1458,57
1459,35
1460,39
1461,29
1462,79
1463,21
1464,56
1465,71
1466,25
1467,43
1468,5
1469,16
1470,29
1471,41
1472,50
1473,9
1474,27
1475,37
1476,65
1477,33
1478,41
1479,94
1480,100
1481,43
1482,99
1483,63
1484,11
1485,37
1486,70
1487,54
1488,53
1489,82
1490,87
1491,99
1492,72
1493,56
1494,40
1495,29
1496,50
1497,16
1498,15
1499,85
1500,37
1501,93
1502,89
1503,69
1504,62
1505,89
1506,46
1507,100
1508,7
1509,52
1510,99
1511,43
1512,16
1513,43
1514,84
1515,33
1516,38
1517,92
1518,100
1519,85
1520,51
1521,90
1522,79
1523,74
1524,2
1525,13
1526,97
1527,78
1528,8
1529,12
1530,6
1531,83
1532,46
1533,89
1534,89
1535,22
1536,12
1537,28
1538,70
1539,42
1540,10
1541,43
1542,3
1543,28
1544,22
1545,27
1546,65
1547,2
1548,24
1549,29
1550,50
1551,25
1552,29
1553,23
1554,84
1555,7
1556,43
1557,17
1558,75
1559,36
1560,47
1561,28
1562,70
1563,86
1564,89
1565,9
1566,11
1567,50
1568,83
1569,9
1570,92
1571,5
1572,58
1573,54
1574,31
1575,54
1576,49
1577,13
1578,53
1579,58
1580,46
1581,53
1582,87
1583,51
1584,14
1585,23
1586,86
1587,64
1588,76
1589,18
1590,18
1591,47
1592,59
1593,37
1594,93
1595,4
1596,21
